id,name,sku,price,regular_price,sale_price,currency,in_stock,categories,permalink,short_description,description,images,local_images
4765,Sindhi Ajrak with Mirror work (for Ladies),,1950.0,2500.0,1950.0,PKR,True,Sindhi Ajrak | Fancy Dupatta Designs,https://sindhhandicrafts.com/product/ajrak-style-for-women/,,"Modern Ajrak Style for Women Size Approx.: 7.5×3.5 Feet (Large) Fabric: Cotton Embroidered with hand block printing (Natural Dyes used) Faux Mirror work Perfect with all outfits Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2023/12/Mirror-Work-Ajrak-Design-For-Women-23.jpg?v=1761197905,
4739,Ajrak Dupatta,,2200.0,3000.0,2200.0,PKR,True,Fancy Dupatta Designs | Sindhi Ajrak,https://sindhhandicrafts.com/product/ajrak-dupatta-design/,,"Beautiful Ajrak Dupatta Design Size LxW Approx: 8.5 ft × 3.5 ft Hand Block Print with Nature Dyes Sequins Work Chemical Free – 100% Organic Fabric: Cotton Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/09/Ajrak-Dupatta-4.jpg?v=1761214272,
4738,Ajrak Dupatta,,2200.0,3000.0,2200.0,PKR,True,Fancy Dupatta Designs | Sindhi Ajrak,https://sindhhandicrafts.com/product/ajrak-dupatta-online-pakistan/,,"Traditional Ajrak Dupatta Online in Pakistan Size LxW Approx: 8.5 ft × 3.5 ft Hand Block Print with Nature Dyes Sequins Work Chemical Free – 100% Organic Fabric: Cotton Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/09/Ajrak-Dupatta-6.jpg?v=1777177143,
7742,Festive Organza Dupatta,,3500.0,4500.0,3500.0,PKR,False,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/new-trend-dupatta/,,"New Trend Dupatta in Organza Fabric Size LxW Approx: 7.5 ft × 3.25 ft Fully Ari Zari Work with Mirror Embellishments Jaal Work Embroidery Fabric: Organza Ideal for Festive Occasions & Weddings Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2026/01/Festive-Organza-Dupatta-7a.jpg?v=1767779322 | https://sindhhandicrafts.com/wp-content/uploads/2026/01/Festive-Organza-Dupatta-7b.jpg?v=1767779327,
6898,Festive Organza Dupatta,,3500.0,4500.0,3500.0,PKR,False,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/festive-dupatta/,,"Finest Quality Festive Dupatta Size LxW Approx: 7.5 ft × 3.25 ft Fully Ari Zari Work with Mirror Embellishments Jaal Work Embroidery Fabric: Organza Ideal for Festive Occasions & Weddings Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Festive-Organza-Dupatta-5a.jpg?v=1767778657 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Festive-Organza-Dupatta-5b.jpg?v=1767778662,
6896,Festive Organza Dupatta,,3500.0,4500.0,3500.0,PKR,False,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/wedding-dupatta/,,"State Of The Art Wedding Dupatta Size LxW Approx: 7.5 ft × 3.25 ft Fully Ari Zari Work with Mirror Embellishments Jaal Work Embroidery Fabric: Organza Ideal for Festive Occasions & Weddings Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Festive-Organza-Dupatta-2b.jpg?v=1756289888 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Festive-Organza-Dupatta-2a.jpg?v=1756289883,
6897,Festive Organza Dupatta,,3500.0,4500.0,3500.0,PKR,False,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/festive-organza-dupatta/,,"Eye-Catching Festive Organza Dupatta Size LxW Approx: 7.5 ft × 3.25 ft Fully Ari Zari Work with Mirror Embellishments Jaal Work Embroidery Fabric: Organza Ideal for Festive Occasions & Weddings Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Festive-Organza-Dupatta-6a.jpg?v=1767778802 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Festive-Organza-Dupatta-6b.jpg?v=1767778807,
6895,Hand Embroidered Organza Dupatta,,3100.0,4000.0,3100.0,PKR,True,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/handmade-organza-dupatta/,,"Awesome Handmade Organza Dupatta Size LxW Approx: 7.5 ft × 3.25 ft Hand Embroidered Dupatta Sequins & Thread Work Fabric: Organza Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Indian-Organza-Dupatta-Border-21a.jpg?v=1763903052 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Indian-Organza-Dupatta-Border-21b-1.jpg?v=1763903056,
6894,Hand Embroidered Organza Dupatta,,3100.0,4000.0,3100.0,PKR,True,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/hand-embroidered-organza-dupatta/,,"Fabulous Hand Embroidered Organza Dupatta Size LxW Approx: 7.5 ft × 3.25 ft Hand Embroidered Dupatta Sequins & Thread Work Fabric: Organza Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Indian-Organza-Dupatta-Border-22a.jpg?v=1763902821 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Indian-Organza-Dupatta-Border-22a.jpg?v=1763902821,
5713,Jaal Work Embroidered Dupatta,,2450.0,3200.0,2450.0,PKR,True,Fancy Dupatta Designs | Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/jaal-work-embroidered-dupatta/,,"Elegant Jaal Work Embroidered Dupatta for a Classy Look Size LxW Approx: 7.5 ft × 3.5 ft Jaal Work Embroidery Faux Mirror work Fabric: Organza Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/03/Jaal-Work-Embroidered-Dupatta-2a.jpg?v=1742418865 | https://sindhhandicrafts.com/wp-content/uploads/2025/03/Jaal-Work-Embroidered-Dupatta-2b.jpg?v=1742418868,
5706,Jaal Work Embroidered Dupatta,,2450.0,3200.0,2450.0,PKR,True,Fancy Dupatta Designs | Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/new-dupatta-design/,,"New Dupatta Design with Modern Charm Size LxW Approx: 7.5 ft × 3.5 ft Jaal Work Embroidery Faux Mirror work Fabric: Organza Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/03/Jaal-Work-Embroidered-Dupatta-1b.jpg?v=1742310892 | https://sindhhandicrafts.com/wp-content/uploads/2025/03/Jaal-Work-Embroidered-Dupatta-1a.jpg?v=1742310888,
4560,Organza Dupatta (Heavy Hand Embroidered),,3400.0,4500.0,3400.0,PKR,True,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/organza-flower-dupatta/,,"Embroidered Organza Flower Dupatta Size LxW Approx: 7.5 ft × 3.25 ft Fully Hand Embroidered Dupatta Sequins & Thread Work Fabric: Organza Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/08/Indian-Organza-Dupatta-103a-1.jpg?v=1763909410 | https://sindhhandicrafts.com/wp-content/uploads/2024/08/Indian-Organza-Dupatta-103b.jpg?v=1763909416,
4424,Hand Embroidered Organza Dupatta,,3100.0,4000.0,3100.0,PKR,True,Hand Embroidered Organza Dupatta,https://sindhhandicrafts.com/product/dupatta-design-organza/,,"Hand Embroidered Dupatta Design Organza Size LxW Approx: 7.5 ft × 3.25 ft Hand Embroidered Dupatta Sequins & Thread Work Fabric: Organza Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/08/Indian-Organza-Dupatta-Border-23a-1.jpg?v=1763904873 | https://sindhhandicrafts.com/wp-content/uploads/2024/08/Indian-Organza-Dupatta-Border-23b-1.jpg?v=1763904878,
6570,Applique (Handmade) Dupatta,,2650.0,3500.0,2650.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/applique-handwork-dupatta/,,"Applique Handwork Dupatta Size LxW Approx: 8 ft × 4.5 ft Hand Embroidered Fabric: Lawn Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Applique-Work-Dupatta-Design-28a.jpg?v=1753166136 | https://sindhhandicrafts.com/wp-content/uploads/2025/07/Applique-Work-Dupatta-Design-28b.jpg?v=1753166139,
6440,Chikankari Embroidered Dupatta,,2950.0,4000.0,2950.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/chikankari-dupatta-online-pakistan/,,"Classy Chikankari Dupatta Online in Pakistan Size Approx: 2.5 Yard Fully Jaal Work Embroidery Lace Work on Borders Fabric: Fine Paper Lawn Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-2a.jpg?v=1752095358 | https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-2b.jpg?v=1752095361,
6439,Chikankari Embroidered Dupatta,,2950.0,4000.0,2950.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/chikankari-dupatta-design/,,"Fancy Chikankari Dupatta Design Size Approx: 2.5 Yard Fully Jaal Work Embroidery Lace Work on Borders Fabric: Fine Paper Lawn Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-1a.jpg?v=1752095351 | https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-1b.jpg?v=1752095354,
6438,Chikankari Embroidered Dupatta,,2950.0,4000.0,2950.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/chikankari-dupatta/,,"Unique Chikankari Dupatta Size Approx: 2.5 Yard Fully Jaal Work Embroidery Lace Work on Borders Fabric: Fine Paper Lawn Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-3a.jpg?v=1752095365 | https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-3b.jpg?v=1752095368,
6437,Chikankari Embroidered Dupatta,,2950.0,4000.0,2950.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/chikankari-embroidered-dupatta/,,"Charming Chikankari Embroidered Dupatta Size Approx: 2.5 Yard Fully Jaal Work Embroidery Lace Work on Borders Fabric: Fine Paper Lawn Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-4a.jpg?v=1752095371 | https://sindhhandicrafts.com/wp-content/uploads/2025/07/Paper-Lawn-Dupatta-4b.jpg?v=1752095375,
6340,Sindhi Chiffon Embroidered Dupatta,,2950.0,3850.0,2950.0,PKR,False,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/floral-embroidered-chiffon-dupatta/,,"Floral Embroidered Chiffon Dupatta Size LxW Approx: 8 ft × 4.5 ft Geometric Motif Embroidery with Sequins Work Floral Pattern Lightweight and Flowing Fabric: Fine Quality Crinkle Chiffon Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/01/Crinkle-Chiffon-Embroidered-Dupatta-1a.jpg?v=1748498250 | https://sindhhandicrafts.com/wp-content/uploads/2024/01/Crinkle-Chiffon-Embroidered-Dupatta-1b.jpg?v=1748498254,
6339,Sindhi Chiffon Embroidered Dupatta,,2950.0,3850.0,2950.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/crinkle-dupatta/,,"Colorful Crinkle Dupatta Size LxW Approx: 8 ft × 4.5 ft Geometric Motif Embroidery with Sequins Work Floral Pattern Lightweight and Flowing Fabric: Fine Quality Crinkle Chiffon Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/01/Crinkle-Chiffon-Embroidered-Dupatta-2a.jpg?v=1748498258 | https://sindhhandicrafts.com/wp-content/uploads/2024/01/Crinkle-Chiffon-Embroidered-Dupatta-2b.jpg?v=1748498262,
6338,Sindhi Chiffon Embroidered Dupatta,,2950.0,3850.0,2950.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/crinkle-chiffon-dupatta/,,"Classy Crinkle Chiffon Dupatta Size LxW Approx: 8 ft × 4.5 ft Geometric Motif Embroidery with Sequins Work Floral Pattern Lightweight and Flowing Fabric: Fine Quality Crinkle Chiffon Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2024/01/Crinkle-Chiffon-Embroidered-Dupatta-3a.jpg?v=1748498266 | https://sindhhandicrafts.com/wp-content/uploads/2024/01/Crinkle-Chiffon-Embroidered-Dupatta-3b.jpg?v=1748498269,
6287,Sindhi Chunri Dupatta,,2450.0,3200.0,2450.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/pakistani-chunri-dupatta/,,"Multicolor Pakistani Chunri Dupatta Type: Chunri Handmade Size LxW Approx: 8.25 ft × 4.5 ft Fabric: Linen Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/05/Chunri-Dupatta-11.jpg?v=1748340453,
6288,Sindhi Chunri Dupatta,,2450.0,3200.0,2450.0,PKR,True,Fancy Dupatta Designs,https://sindhhandicrafts.com/product/sindhi-chunri-dupatta/,,"Traditional Sindhi Chunri Dupatta Type: Chunri Handmade Size LxW Approx: 8.25 ft × 4.5 ft Fabric: Linen Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/05/Chunri-Dupatta-12.jpg?v=1748340457,
8087,3 Piece Hand Embroidered Balochi Dress,,4500.0,6000.0,4500.0,PKR,False,Balochi Dresses | Embroidered Dresses,https://sindhhandicrafts.com/product/balochistan-traditional-dress/,,"Balochistan Traditional Dress for Women Unstitched Embroidery Type: Balochi Tanka Work – Handmade Classy Mirror Work Material : Soft Cotton (Shirt, Trouser) with Chiffon (Dupatta) 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2026/05/3pc-Hand-Embroidered-Balochi-Dress-12.jpg?v=1777784751,
8083,3 Piece Hand Embroidered Balochi Dress,,3450.0,4500.0,3450.0,PKR,True,Balochi Dresses | Embroidered Dresses,https://sindhhandicrafts.com/product/new-balochi-design/,,"New Balochi Design in Dress Unstitched Embroidery Type: Balochi Hand Embroidered Material : Soft Cotton (Shirt, Trouser) with Chiffon (Dupatta) 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2026/05/3pc-Hand-Embroidered-Balochi-Dress-13.jpg?v=1777782423,
8079,3 Piece Stylish Embroidered Dress,,3800.0,5000.0,3800.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/black-embroidered-dress/,,"Black Embroidered Dress for Women Unstitched Embroidery Type: Machine Embroidered Material : Lawn (Shirt, Trouser) with Chiffon (Dupatta) 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2025/07/3-Piece-Embroidered-Dress-for-Women-26.jpg?v=1753178079,
8080,3 Piece Classic Embroidered Dress,,3800.0,5000.0,3800.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/sindhi-dress-for-girls/,,"Sindhi Dress for Girls with Modern Touch Unstitched Embroidery Type: Fine Detail Work with Machine Embroidery Material : Superior Quality Soft Cotton (Lawn + Cotton) 3 Piece. Kameez, Shalwar and Dupatta. Size Dupatta 2.5 yards Shalwar 2.5 yards Kameez 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2024/01/3-Piece-Embroidered-Dress-for-Women-32.jpg?v=1777699026,
8025,3 Piece Sequin Dress,,3800.0,5000.0,3800.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/black-sequin-dress/,,"Black Sequin Dress for Women Unstitched Embroidery Type: Classy Sequin Work Fabric : Soft Cotton Shirt and Trouser with Chiffon Dupatta 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2026/04/Sequin-Work-Dress-2.jpg?v=1777197010,
8024,3 Piece Sequin Dress,,3800.0,5000.0,3800.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/sequin-dress/,,"Stylish Sequin Dress for Women Unstitched Embroidery Type: Classy Sequin Work Fabric : Soft Cotton Shirt and Trouser with Chiffon Dupatta 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2026/04/Sequin-Work-Dress-1.jpg?v=1777197006,
7694,3 Piece Premium Hand Embroidered Dress,,4200.0,5500.0,4200.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/hand-embroidered-dress/,,"Hand Embroidered Dress for Women Unstitched Embroidery Type: Hand Embroidered Material : Lawn (Shirt, Trouser) with Chiffon (Dupatta) 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2025/12/3pc-Hand-Embroidered-Suit-36.jpg?v=1766654951,
7692,3 Piece Premium Hand Embroidered Dress,,4200.0,5500.0,4200.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/hand-work-dress-designs/,,"Aesthetic Hand Work Dress Designs for Women Unstitched Embroidery Type: Hand Embroidered Material : Lawn (Shirt, Trouser) with Chiffon (Dupatta) 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2025/12/3pc-Hand-Embroidered-Suit-38.jpg?v=1766652369,
7681,3 Piece Chunri Hurmicho Embroidered Dress,,3800.0,5000.0,3800.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/sindhi-chunri-dresses/,,"Sindhi Chunri Dresses with Traditional Embroidery Unstitched Embroidery Type: Hurmicho (Zari Mirror + Neckline Embroidery) Print: Chunri-Style Printed Design Material : Soft Cotton 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2025/12/Sindhi-Chunri-Embroidered-Dress-1.jpg?v=1766646994,
7670,3 Piece Premium Hand Embroidered Dress,,4200.0,5500.0,4200.0,PKR,True,Embroidered Dresses,https://sindhhandicrafts.com/product/hand-made-work-dress/,,"Hand Made Work Dress for Women Unstitched Embroidery Type: Hand Embroidered Material : Lawn (Shirt, Trouser) with Chiffon (Dupatta) 3 Piece. Shirt, Trouser and Dupatta. Size Dupatta 2.5 yards Trouser 2.5 yards Shirt 2.5 yards Disclaimer– Due to differences in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen",https://sindhhandicrafts.com/wp-content/uploads/2025/12/3pc-Hand-Embroidered-Suit-35.jpg?v=1766641934,
7365,Stylish Embroidered Chadar,,2650.0,3500.0,2650.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/cross-stitch-chadar/,,"Charming Cross Stitch Chadar for Women Fine Embroidered Pattern Foil work Fabric: Lawn Size LxW Approx: 7.5 ft × 4.5 ft Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/11/Embroidered-Chadar-45.jpg?v=1763313141,
7262,Fancy Embroidered Chadar,,2450.0,3500.0,2450.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/fancy-embroidered-chadar/,,"Fancy Embroidered Chadar for Ladies Size LxW Approx: 7 ft × 4 ft Aari Work Embroidered Chadar 9mm Work Fabric: Swiss Lawn Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/10/Embroidered-Chadar-69.jpg?v=1761632494,
7227,Refined Handmade Cut Work Chadar,,3750.0,5000.0,3750.0,PKR,False,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/handmade-cut-work-chadar/,,"Graceful Handmade Cut Work Chadar for Women Size LxW Approx: 7 ft × 4.5 ft Fully Hand Embroidered Artistic Cut Work Fabric: Swiss Voile Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/10/Hand-Embroidered-Chadar-83a.jpg?v=1761548412 | https://sindhhandicrafts.com/wp-content/uploads/2025/10/Hand-Embroidered-Chadar-83b.jpg?v=1761548416,
7088,Stylish Cross Stitch Chadar,,2650.0,3500.0,2650.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/ladies-chadar-design/,,"Classy Embroidered Ladies Chadar Design for Women Cross Stitch Work Elegant Embroidery Pattern Fabric: Swiss Lawn Size LxW Approx: 7.5 ft × 4.5 ft Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2023/12/Cross-Stitch-Embroidered-Chadar-17.jpg?v=1777630746,
6783,Exclusive Hand Embroidered Chadar,,3750.0,5000.0,3750.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/white-hand-embroidered-chadar/,,"Premium White Hand Embroidered Chadar for Women Fully Hand Embroidered Artistic Mirror work Fabric: Chiffon Size LxW Approx: 7.5 ft × 4.25 ft Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Hand-Embroidered-Chadar-75a.jpg?v=1761033566 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Hand-Embroidered-Chadar-75b.jpg?v=1761033570,
6649,Delicate Hand Embroidered Chadar,,4500.0,6000.0,4500.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/chadar-hand-embroidery/,,"Premium Chadar Hand Embroidery Design for Ladies Size LxW Approx: 7 ft × 4.5 ft Fully Hand Embroidered – Artistic Work Handcrafted mirror work Fabric: Premium Quality Chiffon Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Premium-Hand-Embroidered-Chadar-10a.jpg?v=1754158027,
6650,Delicate Hand Embroidered Chadar,,4500.0,6000.0,4500.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/handmade-embroidery-chadar-designs/,,"Sindhi Handmade Embroidery Chadar Designs for Ladies Size LxW Approx: 7 ft × 4.5 ft Fully Hand Embroidered – Artistic Work Handcrafted mirror work Fabric: Premium Quality Chiffon Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/08/Premium-Hand-Embroidered-Chadar-9a.jpg?v=1754158019 | https://sindhhandicrafts.com/wp-content/uploads/2025/08/Premium-Hand-Embroidered-Chadar-9b.jpg?v=1754158023,
6631,Classic Black Chadar,,2250.0,3000.0,2250.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/black-chadar-online/,,"Sophisticated Black Chadar Online for Women Size LxW Approx: 7.5 ft × 4.25 ft Lightweight Stuff with Beautiful Stone Work Classic Wear Fabric: Korean Georgette Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Black-Embroidered-Chadar-4.jpg?v=1753701517,
6521,Delicate Hand Embroidered Chadar,,4500.0,6000.0,4500.0,PKR,True,Embroidered Chadar for Women,https://sindhhandicrafts.com/product/hand-embroidery-work-chadar/,,"Unique Hand Embroidery Work Chadar for Ladies Size LxW Approx: 7 ft × 4.5 ft Fully Hand Embroidered – Artistic Work Handcrafted mirror work Fabric: Premium Quality Chiffon Disclaimer– Due to difference in screen settings across devices as well as photographic lighting sources, actual colors of the product might slightly vary compared to how they are visible on your screen.",https://sindhhandicrafts.com/wp-content/uploads/2025/07/Premium-Hand-Embroidered-Chadar-6a.jpg?v=1752838699 | https://sindhhandicrafts.com/wp-content/uploads/2025/07/Premium-Hand-Embroidered-Chadar-6b.jpg?v=1752838703,
